"","Player","Country","Start","End","Matches","Innings","Dismissals","Caught","CaughtFielder","CaughtBehind","Stumped","MaxDismissalsInnings"
"1204","PC de Silva ","Sri Lanka",2014,2017,7,7,4,4,4,0,0,2
"1205","GR Dilley ","England",1979,1988,36,36,4,4,4,0,0,2
"1206","FH Edwards ","West Indies",2003,2009,50,49,4,4,4,0,0,1
"1207","SA Edwards ","Netherlands",2018,2019,4,4,4,4,0,4,0,3
"1208","D Elgar ","South Africa",2012,2018,8,8,4,4,4,0,0,2
"1209","FM Engineer ","India",1974,1975,5,5,4,3,0,3,1,1
"1210","KWR Fletcher ","England",1971,1982,24,23,4,4,4,0,0,1
"1211","DR Flynn ","New Zealand",2008,2012,20,20,4,4,4,0,0,1
"1212","PJ Forrest ","Australia",2012,2012,15,15,4,4,4,0,0,1
"1213","RC Fredericks ","West Indies",1973,1977,12,12,4,4,4,0,0,1
"1214","HJW Gardiner ","Scotland",2013,2015,11,11,4,4,4,0,0,2
"1215","HM Goonatilleke ","Sri Lanka",1982,1982,6,6,4,0,0,0,4,2
"1216","TR Gripper ","Zimbabwe",2001,2003,8,8,4,4,4,0,0,2
"1217","Hammad Azam ","Pakistan",2011,2015,11,11,4,4,4,0,0,2
"1218","Haseeb Amjad ","Hong Kong",2014,2016,7,7,4,4,4,0,0,1
"1219","BF Hastings ","New Zealand",1973,1975,11,11,4,4,4,0,0,2
"1220","M Hayward ","South Africa",1998,2002,21,21,4,4,4,0,0,1
"1221","MC Henriques ","Australia",2009,2017,11,11,4,4,4,0,0,2
"1222","PA Hitchcock ","New Zealand",2002,2008,14,13,4,4,4,0,0,1
"1223","RD Jackman ","England",1974,1983,15,15,4,4,4,0,0,1
"1224","SC Joseph ","West Indies",2000,2005,13,13,4,4,4,0,0,1
"1225","BD Julien ","West Indies",1973,1977,12,12,4,4,4,0,0,1
"1226","S Jyoti ","Canada",2006,2010,14,13,4,4,4,0,0,1
"1227","Kaleemullah ","Oman",2019,2020,9,9,4,4,4,0,0,2
"1228","RB Kanhai ","West Indies",1973,1975,7,7,4,4,4,0,0,1
"1229","MF Kent ","Australia",1981,1981,5,5,4,4,4,0,0,2
"1230","RD King ","West Indies",1998,2005,50,50,4,4,4,0,0,1
"1231","RK Kleinveldt ","South Africa",2013,2013,10,10,4,4,4,0,0,2
"1232","A Kuruvilla ","India",1997,1997,25,25,4,4,4,0,0,1
"1233","RP Lefebvre ","Netherlands",1996,2003,11,11,4,4,4,0,0,1
"1234","RT Lyons ","Scotland",2006,2010,25,25,4,4,4,0,0,1
"1235","WK McCallan ","Ireland",2006,2009,39,37,4,4,4,0,0,1
"1236","MJ McClenaghan ","New Zealand",2013,2016,48,46,4,4,4,0,0,1
"1237","A McGrath ","England",2003,2004,14,13,4,4,4,0,0,2
"1238","MW Machan ","Scotland",2013,2016,23,22,4,4,4,0,0,1
"1239","AO Malhotra ","India",1982,1986,20,20,4,4,4,0,0,1
"1240","AA Mallett ","Australia",1971,1975,9,9,4,4,4,0,0,1
"1241","WP Masakadza ","Zimbabwe",2015,2018,17,17,4,4,4,0,0,2
"1242","AD Mascarenhas ","England",2007,2009,20,20,4,4,4,0,0,2
"1243","MJ Mason ","New Zealand",2003,2010,26,25,4,4,4,0,0,1
"1244","MP Maynard ","England",1994,2000,14,13,4,4,4,0,0,1
"1245","G Miller ","England",1977,1984,25,25,4,4,4,0,0,2
"1246","Mohsin Kamal ","Pakistan",1984,1989,19,19,4,4,4,0,0,1
"1247","Mominul Haque ","Bangladesh",2012,2018,28,28,4,4,4,0,0,1
"1248","PWA Mulder ","South Africa",2017,2019,10,10,4,4,4,0,0,2
"1249","Nasir Jamal ","Afghanistan",2014,2018,16,15,4,4,4,0,0,2
"1250","EO Odumbe ","Kenya",1996,1996,8,8,4,4,4,0,0,1
"1251","GAHM Parkar ","India",1982,1984,10,8,4,4,4,0,0,2
"1252","MD Patel ","United States of America",2019,2020,13,13,4,4,3,1,0,1
"1253","SS Pathirana ","Sri Lanka",2015,2017,18,18,4,4,4,0,0,2
"1254","ASA Perera ","Sri Lanka",1998,2001,20,20,4,4,4,0,0,2
"1255","NO Perry ","West Indies",1999,2000,21,21,4,4,4,0,0,3
"1256","MJ Petrie ","Scotland",2009,2009,4,4,4,3,0,3,1,2
"1257","AM Phangiso ","South Africa",2013,2016,21,21,4,4,4,0,0,1
"1258","IL Philip ","Scotland",1999,1999,3,3,4,4,4,0,0,3
"1259","Qasim Umar ","Pakistan",1983,1987,31,30,4,4,4,0,0,1
"1260","V Rathour ","India",1996,1997,7,7,4,4,4,0,0,2
"1261","PWE Rawson ","Zimbabwe",1983,1987,10,10,4,4,4,0,0,2
"1262","Raza-ur-Rehman ","Canada",2013,2014,6,6,4,4,4,0,0,4
"1263","V Razdan ","India",1989,1990,3,3,4,4,4,0,0,2
"1264","JA Richardson ","Australia",2018,2020,13,13,4,4,4,0,0,1
"1265","MJG Rippon ","Netherlands",2013,2018,6,6,4,4,4,0,0,1
"1266","RD Robinson ","Australia",1977,1977,2,2,4,3,0,3,1,4
"1267","RL Sanghvi ","India",1998,1998,10,10,4,4,4,0,0,2
"1268","Shahid Nazir ","Pakistan",1996,2000,17,17,4,4,4,0,0,1
"1269","A Shahzad ","England",2010,2011,11,11,4,4,4,0,0,2
"1270","Sikander Bakht ","Pakistan",1977,1989,27,27,4,4,4,0,0,1
"1271","RB Simpson ","Australia",1978,1978,2,2,4,4,4,0,0,2
"1272","GM Strydom ","Zimbabwe",2006,2006,12,12,4,4,4,0,0,2
"1273","Tareq Aziz ","Bangladesh",2002,2004,10,10,4,4,4,0,0,1
"1274","R Telemachus ","South Africa",1998,2006,37,37,4,4,4,0,0,1
"1275","S Thuraisingam ","Canada",2003,2008,10,10,4,4,4,0,0,2
"1276","T Thushara ","Sri Lanka",2008,2010,38,38,4,4,4,0,0,1
"1277","DT Tiripano ","Zimbabwe",2014,2020,34,33,4,4,4,0,0,1
"1278","MK Tiwary ","India",2008,2015,12,11,4,4,4,0,0,3
"1279","G Toka ","Papau New Guinea",2019,2019,7,7,4,4,4,0,0,2
"1280","CT Tremlett ","England",2005,2011,15,15,4,4,4,0,0,1
"1281","RJ Trott ","Bermuda",2007,2009,11,11,4,4,4,0,0,1
"1282","PCR Tufnell ","England",1990,1997,20,20,4,4,4,0,0,2
"1283","Usman Limbada ","Canada",2010,2014,11,11,4,4,4,0,0,2
"1284","RH Vance ","New Zealand",1988,1989,8,8,4,4,4,0,0,2
"1285","RE van der Merwe (NL/SA)",NA,2009,2019,15,15,4,4,4,0,0,1
"1286","M van Jaarsveld ","South Africa",2002,2004,11,11,4,4,4,0,0,1
"1287","M van Schoor ","Namibia",2003,2003,5,5,4,4,0,4,0,2
"1288","JTC Vaughan ","New Zealand",1992,1996,18,18,4,4,4,0,0,1
"1289","S Venkataraghavan ","India",1974,1983,15,15,4,4,4,0,0,1
"1290","R Vijay Bharadwaj ","India",1999,2002,10,10,4,4,4,0,0,1
"1291","JM Vince ","England",2015,2019,13,13,4,4,4,0,0,2
"1292","BV Vitori ","Zimbabwe",2011,2018,24,24,4,4,4,0,0,1
"1293","RM West ","Ireland",2008,2009,10,9,4,4,4,0,0,1
"1294","P Willey ","England",1977,1986,26,26,4,4,4,0,0,1
"1295","BA Williams ","Australia",2002,2004,25,24,4,4,4,0,0,2
"1296","JW Wilson ","New Zealand",1993,2005,6,6,4,4,4,0,0,2
"1297","Aarif Sheikh ","Nepal",2018,2020,10,10,3,3,3,0,0,2
"1298","Abid Ali ","Pakistan",2019,2019,4,4,3,3,3,0,0,2
"1299","MR Adair ","Ireland",2019,2020,12,12,3,3,3,0,0,1
"1300","CJ Adams ","England",1998,2000,5,5,3,3,3,0,0,1
"1301","Adeel Raja ","Netherlands",2002,2011,21,21,3,3,3,0,0,1
"1302","Adnan Akmal ","Pakistan",2011,2012,5,5,3,3,0,3,0,1
"1303","RG Aga ","Kenya",2004,2014,12,12,3,3,3,0,0,1
"1304","Aizaz Khan ","Hong Kong",2014,2018,19,19,3,3,3,0,0,1
"1305","MW Alleyne ","England",1999,2000,10,10,3,3,3,0,0,1
"1306","TR Ambrose ","England",2008,2008,5,5,3,3,0,3,0,1
"1307","J Anderson ","Ireland",2014,2016,8,8,3,3,3,0,0,2
"1308","KJ Arnott ","Zimbabwe",1987,1993,13,13,3,3,3,0,0,1
"1309","Azeem Hafeez ","Pakistan",1983,1985,15,15,3,3,3,0,0,2
"1310","SV Bahutule ","India",1997,2003,8,8,3,3,3,0,0,2
"1311","WD Balaji Rao ","Canada",2008,2011,10,10,3,3,3,0,0,1
"1312","ST Banerjee ","India",1991,1992,6,6,3,3,3,0,0,1
"1313","AB Barath ","West Indies",2010,2012,14,13,3,3,3,0,0,1
"1314","OO Bascome ","Bermuda",2008,2008,6,6,3,3,3,0,0,1
"1315","JP Behrendorff ","Australia",2019,2019,11,11,3,3,3,0,0,1
"1316","DM Benkenstein ","South Africa",1998,2002,23,23,3,3,3,0,0,1
"1317","HK Bennett ","New Zealand",2010,2020,19,19,3,3,3,0,0,1
"1318","STR Binny ","India",2014,2015,14,12,3,3,3,0,0,2
"1319","RJ Blakey ","England",1992,1993,3,3,3,2,0,2,1,2
"1320","SM Boland ","Australia",2016,2016,14,14,3,3,3,0,0,1
"1321","LE Bosman (Afr/SA)",NA,2006,2010,14,14,3,3,3,0,0,2
"1322","DAJ Bracewell ","New Zealand",2011,2019,19,19,3,3,3,0,0,1
"1323","KC Brathwaite ","West Indies",2016,2017,10,10,3,3,3,0,0,1
"1324","CPS Chauhan ","India",1978,1981,7,7,3,3,3,0,0,1
"1325","Chirag Suri ","United Arab Emirates",2018,2020,17,17,3,3,3,0,0,1
"1326","NE Clarke ","Netherlands",1996,1996,5,5,3,3,3,0,0,1
"1327","D Dasgupta ","India",2001,2001,5,5,3,2,0,2,1,1
"1328","AG Davies ","Scotland",1999,1999,5,5,3,2,0,2,1,2
"1329","AP Devcich ","New Zealand",2013,2016,12,12,3,3,3,0,0,1
"1330","LHD Dilhara ","Sri Lanka",2005,2013,9,9,3,3,3,0,0,1
"1331","DR Doshi ","India",1980,1982,15,15,3,3,3,0,0,1
"1332","Ehsan Khan ","Hong Kong",2016,2018,15,15,3,3,3,0,0,2
"1333","CE Eksteen ","South Africa",1991,1994,6,6,3,3,3,0,0,1
"1334","AM Ellis ","New Zealand",2012,2013,15,15,3,3,3,0,0,2
"1335","PA Emery ","Australia",1994,1994,1,1,3,3,0,3,0,3
"1336","JJ Esmeijer ","Netherlands",2002,2003,6,6,3,3,3,0,0,2
"1337","GM Ewing ","Zimbabwe",2004,2005,7,7,3,3,3,0,0,2
"1338","Faisal Hossain ","Bangladesh",2004,2010,6,6,3,3,3,0,0,1
"1339","Faisal Iqbal ","Pakistan",2000,2006,18,18,3,3,3,0,0,1
"1340","TCB Fernando ","Sri Lanka",2001,2003,17,17,3,3,3,0,0,2
"1341","BT Foakes ","England",2019,2019,1,1,3,2,0,2,1,3
"1342","CR Foggo ","Bermuda",2008,2008,4,4,3,3,3,0,0,2
"1343","JN Frylinck ","Namibia",2019,2020,8,8,3,3,3,0,0,2
"1344","OD Gibson ","West Indies",1995,1997,15,15,3,3,3,0,0,1
"1345","DR Gilbert ","Australia",1986,1986,14,14,3,3,3,0,0,1
"1346","AH Gray ","West Indies",1985,1991,25,25,3,3,3,0,0,1
"1347","EJ Gray ","New Zealand",1984,1988,10,10,3,3,3,0,0,2
"1348","PW Gunaratne ","Sri Lanka",2002,2003,23,23,3,3,3,0,0,1
"1349","Haroon Rasheed ","Pakistan",1977,1982,12,12,3,3,3,0,0,1
"1350","Hazratullah Zazai ","Afghanistan",2018,2019,16,15,3,3,3,0,0,1
"1351","DW Headley ","England",1996,1999,13,13,3,3,3,0,0,1
"1352","SP Heaney ","Canada",2006,2006,4,4,3,3,3,0,0,2
"1353","IG Holland ","United States of America",2019,2020,8,8,3,3,3,0,0,2
"1354","HJ Howarth ","New Zealand",1973,1975,9,9,3,3,3,0,0,1
"1355","Iftikhar Ahmed ","Pakistan",2015,2019,4,4,3,3,3,0,0,1
"1356","PJ Ingram ","New Zealand",2010,2010,8,8,3,3,3,0,0,1
"1357","Iqbal Qasim ","Pakistan",1977,1988,15,15,3,3,3,0,0,1
"1358","SD Jack ","South Africa",1994,1995,2,2,3,3,3,0,0,2
"1359","PA Jaques ","Australia",2006,2007,6,6,3,3,3,0,0,1
"1360","Joginder Sharma ","India",2004,2007,4,4,3,3,3,0,0,1
"1361","MA Jones ","Scotland",2018,2019,8,8,3,3,3,0,0,1
"1362","Junaid Siddiqui ","Canada",2011,2014,9,9,3,3,3,0,0,1
"1363","SKW Kelly ","Bermuda",2006,2009,10,10,3,3,3,0,0,1
"1364","D Keulder ","Namibia",2003,2003,6,6,3,3,3,0,0,2
"1365","AR Khurasiya ","India",1999,2001,12,12,3,3,3,0,0,1
"1366","Khurram Chohan ","Canada",2009,2014,25,24,3,3,3,0,0,1
"1367","Khurram Manzoor ","Pakistan",2008,2009,7,7,3,3,3,0,0,1
"1368","BA King ","West Indies",2019,2020,4,4,3,3,3,0,0,1
"1369","LJ Koen ","South Africa",1997,2000,5,5,3,3,3,0,0,2
"1370","DB Kotze ","Namibia",2003,2003,6,6,3,3,3,0,0,1
"1371","AP Kuiper ","South Africa",1991,1996,25,25,3,3,3,0,0,1
"1372","CBRLS Kumara ","Sri Lanka",2017,2019,13,13,3,3,3,0,0,1
"1373","T Kumaran ","India",1999,2000,8,8,3,3,3,0,0,1
"1374","JL Langer ","Australia",1994,1997,8,8,3,2,1,1,1,1
"1375","D Lloyd ","England",1973,1980,8,8,3,3,3,0,0,1
"1376","BP Loots ","Netherlands",2010,2011,7,7,3,3,3,0,0,2
"1377","CA Lynn ","Australia",2017,2018,4,4,3,3,3,0,0,2
"1378","RB McCosker ","Australia",1975,1982,14,14,3,3,3,0,0,1
"1379","AJ McKay ","New Zealand",2010,2012,19,19,3,3,3,0,0,1
"1380","N Madziva ","Zimbabwe",2014,2016,12,12,3,3,3,0,0,1
"1381","MAWR Madurasinghe ","Sri Lanka",1988,1992,12,12,3,3,3,0,0,1
"1382","Majid Khan ","Pakistan",1973,1982,23,23,3,3,3,0,0,1
"1383","JN Malan ","South Africa",2020,2020,3,3,3,3,3,0,0,3
"1384","G Malla ","Nepal",2018,2020,10,10,3,3,3,0,0,1
"1385","A Martin ","West Indies",2011,2011,9,9,3,3,3,0,0,1
"1386","TBA May ","Australia",1987,1995,47,47,3,3,3,0,0,2
"1387","M Mbangwa ","Zimbabwe",1996,2002,29,29,3,3,3,0,0,1
"1388","Mohammad Nadeem ","Oman",2019,2020,10,10,3,3,3,0,0,1
"1389","Mohammad Saifuddin ","Bangladesh",2017,2020,22,22,3,3,3,0,0,1
"1390","JN Mohammed ","West Indies",2011,2018,28,27,3,3,3,0,0,1
"1391","R Murray ","Zimbabwe",2018,2018,5,5,3,3,0,3,0,1
"1392","Mushtaq Mohammad ","Pakistan",1973,1978,10,10,3,3,3,0,0,1
"1393","JD Nel ","Scotland",2006,2010,19,19,3,3,3,0,0,1
"1394","RAP Nissanka ","Sri Lanka",2001,2003,23,23,3,3,3,0,0,1
"1395","Nurul Hasan ","Bangladesh",2016,2016,2,2,3,2,0,2,1,3
"1396","LN Onyango ","Kenya",1996,2014,29,29,3,3,3,0,0,1
"1397","ARM Opatha ","Sri Lanka",1975,1979,5,5,3,3,3,0,0,2
"1398","MS Panesar ","England",2007,2007,26,26,3,3,3,0,0,1
"1399","MA Parker ","Scotland",2010,2010,10,10,3,3,3,0,0,1
"1400","JL Pattinson ","Australia",2011,2015,15,15,3,3,3,0,0,1
"1401","RK Paudel ","Nepal",2018,2020,5,5,3,3,3,0,0,1
"1402","RR Powar ","India",2004,2007,31,30,3,3,3,0,0,1
"1403","MR Pydanna ","West Indies",1980,1983,3,3,3,2,0,2,1,1
"1404","S Ramesh ","India",1999,1999,24,23,3,3,3,0,0,1
"1405","SHA Rance ","New Zealand",2017,2017,2,2,3,3,3,0,0,3
"1406","Rashid Khan ","Pakistan",1980,1985,29,28,3,3,3,0,0,1
"1407","AJ Redmond ","New Zealand",2009,2010,6,6,3,3,3,0,0,1
"1408","RB Reid ","New Zealand",1988,1991,9,9,3,3,3,0,0,1
"1409","FL Reifer ","West Indies",1997,2009,8,8,3,3,3,0,0,1
"1410","GR Robertson ","Australia",1994,1998,13,13,3,3,3,0,0,1
"1411","DB Rundle ","South Africa",1994,1994,2,2,3,3,3,0,0,2
"1412","NA Saini ","India",2019,2020,5,5,3,3,3,0,0,2
"1413","Saleem Jaffar ","Pakistan",1986,1990,39,39,3,3,3,0,0,1
"1414","DP Samaraweera ","Sri Lanka",1993,1994,5,5,3,3,3,0,0,2
"1415","MMC Schewe ","Netherlands",1996,1996,5,5,3,2,0,2,1,3
"1416","E Schiferli ","Netherlands",2002,2013,30,30,3,3,3,0,0,1
"1417","Shamsur Rahman ","Bangladesh",2013,2014,10,10,3,3,3,0,0,2
"1418","MD Shanaka ","Sri Lanka",2016,2019,22,22,3,3,3,0,0,1
"1419","KV Sharma ","India",2014,2014,2,2,3,3,3,0,0,2
"1420","VRV Singh ","India",2006,2006,2,2,3,3,3,0,0,2
"1421","TT Smart ","Hong Kong",2004,2004,2,2,3,3,1,2,0,2
"1422","CJ Smith ","Bermuda",2006,2007,12,12,3,3,3,0,0,2
"1423","S Snater ","Netherlands",2018,2018,2,2,3,3,3,0,0,2
"1424","Sohail Khan ","Pakistan",2008,2016,13,13,3,3,3,0,0,1
"1425","CB Sole ","Scotland",2016,2018,11,11,3,3,3,0,0,2
"1426","MC Sorensen ","Ireland",2013,2016,13,12,3,3,3,0,0,1
"1427","DA Stirling ","New Zealand",1984,1984,6,6,3,3,3,0,0,1
"1428","PC Strydom ","South Africa",2000,2000,10,10,3,3,3,0,0,2
"1429","R Strydom ","Ireland",2008,2008,9,8,3,3,3,0,0,1
"1430","Tanveer Ahmed ","Hong Kong",2016,2018,6,6,3,3,3,0,0,2
"1431","Tanwir Afzal ","Hong Kong",2014,2018,20,20,3,3,3,0,0,1
"1432","APB Tennekoon ","Sri Lanka",1975,1979,4,4,3,3,3,0,0,1
"1433","SN Thakur ","India",2017,2020,11,11,3,3,3,0,0,1
"1434","AJ Traicos ","Zimbabwe",1983,1993,27,27,3,3,3,0,0,1
"1435","A Turner ","Australia",1975,1975,6,6,3,3,3,0,0,2
"1436","Usman Ghani ","Afghanistan",2014,2017,15,15,3,3,3,0,0,1
"1437","Usman Shinwari ","Pakistan",2017,2019,17,17,3,3,3,0,0,2
"1438","JJ van der Wath ","South Africa",2006,2007,10,10,3,3,3,0,0,1
"1439","K Verreynne ","South Africa",2020,2020,3,3,3,3,3,0,0,3
"1440","GR Viswanath ","India",1974,1982,25,25,3,3,3,0,0,1
"1441","Waheed Ahmed ","United Arab Emirates",2019,2020,5,5,3,3,3,0,0,1
"1442","Waqas Barkat ","Hong Kong",2014,2018,10,10,3,3,3,0,0,1
"1443","SM Warnapura ","Sri Lanka",2007,2008,3,3,3,3,3,0,0,2
"1444","PN Webb ","New Zealand",1983,1984,5,5,3,3,0,3,0,1
"1445","K Weeraratne ","Sri Lanka",2000,2008,15,15,3,3,3,0,0,1
"1446","DS Wesonga ","Kenya",2010,2011,4,4,3,3,3,0,0,2
"1447","S Wettimuny ","Sri Lanka",1982,1987,35,35,3,3,3,0,0,1
"1448","BTJ Wheal ","Scotland",2016,2019,13,13,3,3,3,0,0,1
"1449","SG Whittingham ","Scotland",2017,2019,5,5,3,3,3,0,0,1
"1450","KIW Wijegunawardene ","Sri Lanka",1988,1992,26,26,3,3,3,0,0,1
"1451","RA Woolmer ","England",1972,1976,6,6,3,3,3,0,0,1
"1452","Jai P Yadav ","India",2002,2005,12,12,3,3,3,0,0,2
"1453","Zahoor Khan ","United Arab Emirates",2017,2019,17,17,3,3,3,0,0,1
"1454","M Zondeki (Afr/SA)",NA,2002,2008,13,13,3,3,3,0,0,1
"1455","Aamir Kaleem ","Oman",2019,2019,2,2,2,2,2,0,0,1
"1456","Aaron Jones ","United States of America",2019,2020,13,13,2,2,2,0,0,1
"1457","Abdur Rauf ","Pakistan",2008,2008,4,4,2,2,2,0,0,1
"1458","Aizaz Cheema ","Pakistan",2011,2012,14,14,2,2,2,0,0,1
"1459","PJW Allott ","England",1982,1985,13,13,2,2,2,0,0,1
"1460","SW Ambris ","West Indies",2017,2020,13,13,2,2,2,0,0,1
"1461","DL Amiss ","England",1972,1977,18,17,2,2,2,0,0,1
"1462","JO Angara ","Kenya",1997,2003,17,17,2,2,2,0,0,1
"1463","SA Ankola ","India",1989,1997,20,20,2,2,2,0,0,1
"1464","GG Arnold ","England",1972,1975,14,13,2,2,2,0,0,1
"1465","TD Astle ","New Zealand",2017,2019,9,9,2,2,2,0,0,1
"1466","Athar Ali Khan ","Bangladesh",1988,1998,19,19,2,2,2,0,0,1
"1467","Azam Khan ","Pakistan",1996,1998,6,6,2,2,2,0,0,1
"1468","Azhar Hossain ","Bangladesh",1988,1990,7,7,2,2,2,0,0,1
"1469","Azhar Saeed ","United Arab Emirates",1994,1996,7,7,2,2,2,0,0,1
"1470","SJ Baard ","Namibia",2019,2020,8,8,2,2,2,0,0,1
"1471","Badal Singh ","Oman",2020,2020,2,2,2,2,2,0,0,2
"1472","S Badrinath ","India",2008,2011,7,7,2,2,2,0,0,2
"1473","IPP Batuwitarachchi ","United Arab Emirates",2008,2008,2,2,2,2,2,0,0,2
"1474","AR Berenger ","United Arab Emirates",2014,2015,10,10,2,2,2,0,0,1
"1475","RA Bhatti ","Canada",2011,2011,1,1,2,2,0,2,0,2
"1476","RL Bhudia ","Kenya",2008,2009,5,5,2,2,2,0,0,1
"1477","MP Bicknell ","England",1990,1991,7,7,2,2,2,0,0,1
"1478","Bilal Asif ","Pakistan",2015,2015,3,3,2,2,2,0,0,2
"1479","Bilawal Bhatti ","Pakistan",2013,2015,10,10,2,2,2,0,0,1
"1480","DCC Borden ","Bermuda",2006,2008,12,12,2,2,2,0,0,1
"1481","GE Bradburn ","New Zealand",1990,2001,11,11,2,2,2,0,0,1
"1482","RJ Bright ","Australia",1974,1986,11,11,2,2,2,0,0,1
"1483","VR Brown ","New Zealand",1988,1988,3,3,2,2,2,0,0,1
"1484","PA Browne ","West Indies",2008,2008,5,5,2,2,0,2,0,1
"1485","MG Burmester ","Zimbabwe",1992,1995,8,8,2,2,2,0,0,1
"1486","JA Burns ","Australia",2015,2015,6,6,2,2,2,0,0,1
"1487","IW Callen ","Australia",1978,1982,5,5,2,2,2,0,0,1
"1488","J Cameron-Dow ","Ireland",2019,2019,4,4,2,2,2,0,0,1
"1489","MA Carberry ","England",2013,2014,6,5,2,2,2,0,0,1
"1490","JJ Celestine ","Bermuda",2007,2008,8,8,2,2,2,0,0,1
"1491","DR Chumney ","Canada",2003,2007,21,21,2,2,2,0,0,1
"1492","PG Coman ","New Zealand",1973,1974,3,3,2,2,2,0,0,1
"1493","G Cook ","England",1981,1983,6,6,2,2,2,0,0,1
"1494","NGB Cook ","England",1984,1989,3,3,2,2,2,0,0,1
"1495","BN Cooper ","Netherlands",2013,2019,8,8,2,2,2,0,0,1
"1496","JP Crawley ","England",1994,1999,13,13,2,1,1,0,1,1
"1497","DJ Cullen ","Australia",2006,2006,5,5,2,2,2,0,0,1
"1498","D Daesrath ","Canada",2012,2013,4,4,2,2,2,0,0,2
"1499","Danish Kaneria ","Pakistan",2001,2007,18,18,2,2,2,0,0,1
"1500","HT Davis ","New Zealand",1994,1997,11,11,2,2,2,0,0,1
"1501","AC Dawson ","South Africa",1998,2004,19,19,2,2,2,0,0,1
"1502","RP de Groen ","New Zealand",1993,1994,12,12,2,2,2,0,0,1
"1503","PA Desai ","Canada",2010,2014,13,13,2,2,2,0,0,1
"1504","GRA de Silva ","Sri Lanka",1975,1982,6,6,2,2,2,0,0,1
"1505","MW Douglas ","New Zealand",1994,1995,6,6,2,2,2,0,0,1
"1506","TM Dowlin ","West Indies",2009,2010,11,11,2,2,2,0,0,1
"1507","KG Duers ","Zimbabwe",1992,1992,6,6,2,2,2,0,0,1
"1508","SF Dukanwala ","United Arab Emirates",1996,1996,5,5,2,2,2,0,0,1
"1509","CI Dunusinghe ","Sri Lanka",1995,1995,1,1,2,1,0,1,1,2
"1510","NR Dyer ","Scotland",1999,1999,5,5,2,2,2,0,0,1
"1511","KA Edwards ","West Indies",2011,2014,16,16,2,2,2,0,0,1
"1512","Ehsan Nawaz ","Hong Kong",2014,2018,12,12,2,2,2,0,0,1
"1513","RM Ellison ","England",1984,1986,14,14,2,2,2,0,0,2
"1514","EA Essop-Adam ","Zimbabwe",1992,1992,1,1,2,2,2,0,0,2
"1515","Fahim Muntasir ","Bangladesh",2001,2002,3,3,2,2,2,0,0,1
"1516","Fareed Ahmad ","Afghanistan",2014,2017,5,4,2,2,2,0,0,1
"1517","Faruk Ahmed ","Bangladesh",1988,1999,7,7,2,2,2,0,0,1
"1518","Fayyaz Butt ","Oman",2019,2019,5,5,2,2,2,0,0,1
"1519","KHRK Fernando ","Sri Lanka",2002,2006,7,7,2,2,2,0,0,1
"1520","AN French ","Hong Kong",2004,2004,2,2,2,2,2,0,0,1
"1521","D Gamage ","Sri Lanka",2003,2003,3,3,2,2,2,0,0,1
"1522","JC Gamage ","Sri Lanka",1995,1995,4,4,2,2,2,0,0,1
"1523","PLS Gamage ","Sri Lanka",2014,2017,9,9,2,2,2,0,0,1
"1524","KD Ghavri ","India",1975,1981,19,19,2,2,2,0,0,1
"1525","GJ Gilmour ","Australia",1974,1975,5,5,2,2,2,0,0,1
"1526","DM Gondaria ","Kenya",2013,2013,2,2,2,2,2,0,0,1
"1527","TG Gordon ","Canada",2011,2011,5,5,2,2,2,0,0,1
"1528","K Gore ","United States of America",2019,2020,10,10,2,2,2,0,0,1
"1529","Z Groenewald ","Namibia",2019,2019,4,4,2,2,2,0,0,1
"1530","TGJ Gruijters ","Netherlands",2010,2013,5,5,2,2,2,0,0,1
"1531","DR Hadlee ","New Zealand",1973,1976,11,11,2,2,2,0,0,1
"1532","Hafizur Rahman ","Bangladesh",1986,1986,2,2,2,2,0,2,0,1
"1533","PL Harris ","South Africa",2008,2008,3,3,2,2,2,0,0,1
"1534","C Hemraj ","West Indies",2018,2018,6,6,2,2,2,0,0,2
"1535","BE Hendricks ","South Africa",2019,2020,7,5,2,2,2,0,0,1
"1536","RO Hinds ","West Indies",2001,2004,14,14,2,2,2,0,0,1
"1537","ND Hirwani ","India",1988,1992,18,18,2,2,2,0,0,1
"1538","LG Howell ","New Zealand",1998,1998,12,12,2,2,2,0,0,1
"1539","GW Humpage ","England",1981,1981,3,3,2,2,0,2,0,1
"1540","EH Hutchinson ","United States of America",2019,2020,6,6,2,2,2,0,0,1
"1541","N Ifill ","Canada",2003,2006,4,4,2,2,2,0,0,1
"1542","Ijaz Faqih ","Pakistan",1980,1988,27,27,2,2,2,0,0,1
"1543","IT Iqbal ","Kenya",1996,1996,3,3,2,2,0,2,0,2
"1544","AJ Ireland ","Zimbabwe",2005,2007,26,26,2,2,2,0,0,1
"1545","Irfan Ahmed ","Hong Kong",2008,2014,6,6,2,2,2,0,0,2
"1546","KA Jamieson ","New Zealand",2020,2020,2,2,2,2,2,0,0,2
"1547","LR Johnson ","West Indies",2008,2015,6,6,2,2,2,0,0,1
"1548","SMS Kaluperuma ","Sri Lanka",1988,1988,2,2,2,2,2,0,0,1
"1549","FJ Klaassen ","Netherlands",2018,2019,4,4,2,2,2,0,0,2
"1550","JJ Krejza ","Australia",2011,2011,8,8,2,2,2,0,0,1
"1551","P Krishnamurthy ","India",1976,1976,1,1,2,1,0,1,1,2
